菜品名称,有效匹配食材数,总重量(g),参与计算的成分明细,能量(kJ),蛋白质(g),脂肪(g),碳水化合物(g),膳食纤维(g),维生素C(mg),钙(mg),钠(mg)
玉米面蛋糕,6,280.0,玉米面(白):60.0g | 玉米油:25.0g | 烧饼(加糖):25.0g | 大葱:100.0g | 牛奶(草莓味，卡夫牌):60.0g | 香肠:10.0g,2677.2,12.53,34.2,73.46,0.0,17.0,97.4,268.97
黑椒牛扒,1,2.0,鱼排:2.0g,13.54,0.2,0.05,0.49,0.0,0.0,0.26,7.67
人参乌鸡汤,2,60.0,素鸡:10.0g | 羊肚菌[干狼肚](干):50.0g,754.1,15.1,4.8,22.27,0.0,1.5,75.4,54.18
粉蒸胡萝卜丝,6,83.0,胡萝卜(黄):1.0g | 藕粉:50.0g | 盐水鸭(熟):2.0g | 油饼:3.0g | 芝麻酱:2.0g | 玉米面(白):25.0g,1294.8,3.07,3.39,66.66,0.0,0.16,32.3,54.87
南瓜玉米粥,3,30.0,南瓜[倭瓜，番瓜](鲜):10.0g | 玉米(鲜):10.0g | 小米:10.0g,210.3,1.37,0.44,10.32,0.0,2.4,5.7,0.62
紫薯菊花酥,9,582.0,虾皮:10.0g | 藕粉:200.0g | 猪油(炼):85.0g | 牛奶(草莓味，卡夫牌):55.0g | 糖（白砂糖）:40.0g | 板油酥饼:10.0g | 藕粉:120.0g | 猪油(炼):60.0g | 鸭蛋黄:2.0g,11526.75,6.25,148.46,348.78,0.0,0.0,179.46,589.06
芹菜炒虾仁,5,1031.0,虾米[海米，虾仁]:1000.0g | 胡萝卜(红)[金笋，丁香萝卜]:25.0g | 青豆[青大豆](干):2.0g | 油饼:2.0g | 盐水鸭(熟):2.0g,8523.94,438.43,27.35,3.81,0.0,3.25,5563.12,48979.49
鲜奶泡芙,4,387.5,黄米:50.0g | 水面筋:125.0g | 藕粉:87.5g | 蛋（鸡蛋，均值):125.0g,3633.75,51.02,11.88,138.7,0.0,0.0,172.0,194.22
红烧胡萝卜,14,779.0,"羊肚菌[干狼肚](干):400.0g | 油饼:40.0g | 大蒜[蒜头](鲜):30.0g | 玉兰片:10.0g | 大葱:1.0g | 蛇瓜[蛇豆，大豆角]:100.0g | 生抽:25.0g | 老抽:30.0g | 油面筋:10.0g | 糖（冰糖）:10.0g | 料酒:70.0g | 胡萝卜(红)[金笋，丁香萝卜]:1.0g | 杏鲍菇:50.0g | 葱(小葱,鲜):2.0g",6973.84,121.05,40.45,231.31,0.0,18.92,608.95,4235.9
豆腐水饺,2,20.0,南瓜[倭瓜，番瓜](鲜):10.0g | 豆腐花[豆腐粉]:10.0g,179.8,1.07,0.27,8.96,0.0,0.8,19.1,0.08
山药玉米粥,3,1500.0,玉米(白，干):200.0g | 山药[薯蓣，大薯](鲜):100.0g | 水面筋:1200.0g,10467.0,301.5,9.0,309.4,0.0,5.0,948.0,203.6
山胡椒油,3,30.0,葫子:10.0g | 辣椒(红，尖，干):10.0g | 盐水鸭(熟):10.0g,263.9,3.23,3.82,6.23,0.0,2.9,7.1,156.27
八珍罗汉斋,6,60.0,胡萝卜(红)[金笋，丁香萝卜]:10.0g | 黄豆芽:10.0g | 扇贝(干)[干贝]:10.0g | 玉兰片:10.0g | 盐水鸭(熟):10.0g | 油饼:10.0g,473.8,8.82,5.36,8.22,0.0,2.2,22.8,251.69
干锅鱼杂,1,10.0,姜(干):10.0g,129.4,0.91,0.57,6.4,0.0,0.0,6.2,0.99
核桃塔,6,302.5,黄油:30.0g | 藕粉:75.0g | 糖（白砂糖）:5.0g | 水面筋:22.5g | 牛奶(草莓味，卡夫牌):70.0g | 核桃(干)[胡桃]:100.0g,5404.2,22.65,90.32,103.82,0.0,1.0,145.2,49.79
脆紫菜,3,24.0,红菜薹[紫菜薹]:20.0g | 油饼:2.0g | 盐水鸭(熟):2.0g,95.6,1.07,1.48,1.44,0.0,11.4,6.32,42.9
内蒙羊肉,13,153.0,腊羊肉:10.0g | 生抽:2.0g | 老抽:2.0g | 盐水鸭(熟):2.0g | 豆腐丝:2.0g | 番茄[西红柿]:50.0g | 细香葱[香葱，四季葱]:1.0g | 马铃薯[土豆，洋芋]:50.0g | 香菇[香蕈，冬菇](鲜):3.0g | 韭菜:10.0g | 香菜[芫荽](鲜):1.0g | 剁辣椒:10.0g | 藕粉:10.0g,559.89,5.58,2.11,23.54,0.59,26.05,23.05,1447.21
老北京炸灌肠,4,155.0,灌肠:1.0g | 白瓜:2.0g | 青蒜:150.0g | 盐水鸭(熟):2.0g,245.79,3.95,0.97,9.74,0.0,24.32,36.43,45.25
小火腿,4,930.0,香肠:900.0g | 彩椒:10.0g | 番茄酱:10.0g | 洋葱[葱头](鲜):10.0g,19017.9,217.63,366.36,104.03,0.33,11.2,132.1,20787.63
葱炒蛋,8,170.0,腊肉(培根):30.0g | 咖喱粉:30.0g | 大葱:2.0g | 蛋（鸡蛋，均值):100.0g | 椰子汁饮料:2.0g | 盐水鸭(熟):2.0g | 鸡精:2.0g | 烧饼(加糖):2.0g,1325.42,24.64,15.83,24.79,11.08,0.94,220.62,568.92
干锅牛腩,5,10.0,料酒:2.0g | 生抽:2.0g | 糖（冰糖）:2.0g | 姜[黄姜](鲜):2.0g | 油面筋:2.0g,80.68,0.67,0.52,3.0,0.0,0.08,2.18,134.04
虾仁菠菜,5,123.0,番茄[西红柿]:50.0g | 菠菜[赤根菜](鲜):1.0g | 蛋（鸡蛋，均值):50.0g | 虾米[海米，虾仁]:20.0g | 盐水鸭(熟):2.0g,537.38,16.2,5.54,3.5,0.0,9.82,144.86,1078.63
石锅饭,6,28.0,堤鱼:10.0g | 米饭(蒸)(均值):10.0g | 花豆(干，红):2.0g | 芝麻籽(白):2.0g | 扁豆[月亮菜]:2.0g | 姜[黄姜](鲜):2.0g,208.46,2.85,2.14,4.97,0.0,0.34,16.66,8.02
百香果干,5,46.0,沙果:10.0g | 糖（冰糖）:2.0g | 柠檬:2.0g | 草莓酱:30.0g | 水面筋:2.0g,422.28,0.77,0.1,24.03,0.0,1.04,17.7,3.2
香焗土豆泥,6,60.0,马铃薯[土豆，洋芋]:50.0g | 芝麻籽(白):2.0g | 火腿:2.0g | 盐水鸭(熟):2.0g | 胡萝卜(红)[金笋，丁香萝卜]:2.0g | 大葱:2.0g,267.86,2.07,1.97,9.69,0.0,14.1,17.88,56.4
红豆薏米汤,4,40.0,红豆沙:10.0g | 薏米[薏仁米，苡米]:10.0g | 红豆沙:10.0g | 糖（冰糖）:10.0g,528.8,2.18,0.35,28.46,0.0,0.0,10.3,5.89
炸鸡蛋酱,1,10.0,蛋（鸡蛋，均值):10.0g,59.9,1.33,0.88,0.28,0.0,0.0,5.6,13.15
薄荷炒牛肉,9,90.0,牛肉(肥瘦)(均值):10.0g | 胡萝卜(红)[金笋，丁香萝卜]:10.0g | 大蒜[蒜头](鲜):10.0g | 油面筋:10.0g | 生抽:10.0g | 料酒:10.0g | 蛋清肠:10.0g | 玉米淀粉:10.0g | 糖（绵白糖）:10.0g,769.2,7.12,5.27,26.85,0.0,2.0,20.3,801.09
润肺膏,9,6016.0,佛手瓜[棒瓜，菜肴梨]:6000.0g | 山药[薯蓣，大薯](鲜):2.0g | 扇贝(干)[干贝]:2.0g | 玉米(鲜):2.0g | 百合(鲜):2.0g | 红豆沙:2.0g | 莲子(干):2.0g | 沙果:2.0g | 黄米:2.0g,4816.8,73.93,6.15,233.96,0.0,480.94,1024.5,67.39
田七鸡汤,5,691.0,素鸡:650.0g | 人参果:30.0g | 酒枣:7.0g | 姜[黄姜](鲜):2.0g | 盐水鸭(熟):2.0g,5422.35,107.9,82.01,36.42,0.0,3.68,2083.39,2463.33
干煎豆腐,5,17.0,"豆腐脑[老豆腐]:1.0g | 油饼:2.0g | 精盐:2.0g | 葱(小葱,鲜):2.0g | 花椒:10.0g",168.06,0.88,1.36,7.6,0.0,0.42,66.88,802.65
草莓酸奶昔,2,340.0,草莓[洋莓，凤阳草莓]:120.0g | 乳品（酸奶，均值):220.0g,824.2,6.7,6.18,28.98,0.0,58.6,281.2,92.6
火腿肠炒饭,8,430.0,籼米:400.0g | 火腿肠:10.0g | 胡萝卜(红)[金笋，丁香萝卜]:2.0g | 鸡蛋(白皮):10.0g | 大葱:2.0g | 胡椒粉:2.0g | 油（菜籽油)[青油]:2.0g | 生抽:2.0g,6022.5,33.01,8.39,315.55,23.6,0.6,55.46,222.85
诗礼银杏,7,343.0,杏:200.0g | 糖（冰糖）:50.0g | 花卷:20.0g | 糖（绵白糖）:30.0g | 蜂蜜:20.0g | 猪大肠:20.0g | 糜子(带皮):3.0g,2331.36,4.89,4.54,124.01,0.0,8.6,50.87,49.16
酸辣番茄鱼,16,970.0,鱼片干:10.0g | 青稞:500.0g | 盐水鸭(熟):25.0g | 胡椒粉:25.0g | 玉米淀粉:15.0g | 奶片:20.0g | 蛋清肠:25.0g | 扁豆[月亮菜]:10.0g | 番茄[西红柿]:100.0g | 金针菇[智力菇](鲜):25.0g | 细香葱[香葱，四季葱]:25.0g | 甜椒[灯笼椒，柿子椒]:100.0g | 味精:30.0g | 胡椒粉:15.0g | 盐水鸭(熟):15.0g | 醋栗[灯笼果]:30.0g,10108.8,77.25,29.75,459.64,0.0,105.7,722.2,4022.76
港式早餐,7,70.0,小麦粉(富强粉，特一粉):10.0g | 花生酱:10.0g | 油饼:10.0g | 油饼:10.0g | 芝麻酱:10.0g | 番茄酱:10.0g | 老抽:10.0g,1085.6,6.5,15.31,24.87,0.0,0.0,141.1,1047.37
清炒芥菜,3,14.0,盐水鸭(熟):2.0g | 糖（绵白糖）:2.0g | 韭菜:10.0g,71.68,0.57,0.56,2.49,0.0,2.4,4.52,32.0
酸辣红薯粉,10,102.0,甘薯(红心)[山芋，红薯]:50.0g | 细香葱[香葱，四季葱]:2.0g | 大蒜[蒜头](鲜):2.0g | 香菜[芫荽](鲜):2.0g | 小米:2.0g | 香大米:15.0g | 生抽:20.0g | 老抽:5.0g | 油（辣椒油):2.0g | 盐水鸭(熟):2.0g,629.45,4.5,2.87,26.78,0.0,14.38,22.15,1672.53
榴莲馅,11,1100.0,黄油:30.0g | 蛋清肠:50.0g | 藕粉:500.0g | 烧饼(加糖):25.0g | 牛奶(草莓味，卡夫牌):270.0g | 盐水鸭(熟):5.0g | 酥梨:10.0g | 黄油:30.0g | 小麦粉(标准粉):100.0g | 全脂加糖奶粉:30.0g | 鸭蛋黄:50.0g,14859.85,43.44,105.56,602.49,0.0,1.1,539.05,973.31
鸡蛋炒馍,4,55.0,馒头(均值):50.0g | 鸡蛋(白皮):1.0g | 盐水鸭(熟):2.0g | 油饼:2.0g,538.84,4.12,1.62,24.42,0.0,0.0,20.6,126.1
阿法奇多咖啡,2,40.0,冰淇淋:30.0g | 咖啡粉:10.0g,310.1,1.94,1.64,12.73,0.0,0.0,51.9,19.96
川味粉蒸牛肉,14,435.0,牛肉(里脊):300.0g | 彩椒:10.0g | 料酒:2.0g | 豆瓣酱:15.0g | 胡椒粉:2.0g | 生抽:2.0g | 醪糟:30.0g | 色拉油:2.0g | 盐水鸭(熟):2.0g | 五香粉:2.0g | 独行菜(鲜):50.0g | 乌菜[乌塌菜，塌棵菜]:1.0g | 藕粉:15.0g | 油面筋:2.0g,2167.72,70.79,7.03,41.99,0.48,38.35,120.61,1362.23
台湾烤肠,6,1990.0,猪肉(肥瘦)(均值):1500.0g | 玉米淀粉:20.0g | 水面筋:90.0g | 料酒:30.0g | 料酒:100.0g | 鱼腥草(根):250.0g,26006.2,225.03,555.11,112.82,29.5,7.5,365.2,1362.76
紫薯南瓜包,12,780.0,料酒:10.0g | 紫红糯米[血糯米]:100.0g | 南瓜粉:10.0g | 酵母(干):10.0g | 小麦粉(标准粉):400.0g | 烧饼(加糖):10.0g | 盐水鸭(熟):10.0g | 猪心:10.0g | 玉米淀粉:100.0g | 烧饼(加糖):20.0g | 玉米油:20.0g | 水面筋:80.0g,10927.4,84.32,31.87,496.15,0.0,1.1,262.6,251.96
苹果鸡蛋饼,4,127.0,蛋（鸡蛋，均值):50.0g | 苹果(均值):50.0g | 油饼:2.0g | 小麦粉(标准粉):25.0g,817.18,9.71,5.33,27.4,0.0,2.0,38.67,78.78
老式锅包肉,3,401.0,猪肉(里脊):200.0g | 藕粉:200.0g | 烧饼(加糖):1.0g,4476.61,40.88,15.82,188.03,0.0,0.0,28.51,108.62
咸蛋节瓜汤,3,352.0,节瓜[毛瓜]:300.0g | 咸鸭蛋:50.0g | 海带[江白菜](鲜):2.0g,580.6,8.17,6.65,13.39,0.0,117.0,71.92,1353.82
韩式土豆饼,10,509.0,"蚕豆(去皮):250.0g | 小麦粉(标准粉):50.0g | 洋葱[葱头](鲜):50.0g | 蛋（鸡蛋，均值):50.0g | 彩椒:50.0g | 葱(小葱,鲜):2.0g | 花生油:10.0g | 盐水鸭(熟):2.0g | 生抽:30.0g | 小麦粉(标准粉):15.0g",5498.48,80.43,20.12,204.34,1.65,56.42,207.29,2025.98
牛肉粉汤,13,877.0,"杏仁(大):1.0g | 香菜[芫荽](鲜):60.0g | 虾皮:1.0g | 蛇瓜[蛇豆，大豆角]:100.0g | 胡萝卜(红)[金笋，丁香萝卜]:100.0g | 芝麻油[香油]:10.0g | 小米:50.0g | 杏仁(大):1.0g | 鲚鱼(大)[大凤尾鱼]:2.0g | 籼米粉[排米粉]:100.0g | 三明治(夹烤牛肉片):350.0g | 葱(小葱,鲜):2.0g | 青豆[青大豆](干):100.0g",8341.4,105.23,63.81,255.94,0.0,51.99,662.11,2169.91
莲芯,2,4.0,莲子(干):2.0g | 蜂蜜:2.0g,56.88,0.35,0.08,2.86,0.0,0.16,2.02,0.11
潮汕杂咸,3,1202.0,姜(子姜，鲜)[嫩姜]:1000.0g | 酱鸭:200.0g | 盐水鸭(熟):2.0g,3133.92,45.13,43.32,49.66,0.0,20.0,118.2,2012.75
素炒三丁,4,40.0,黄瓜[胡瓜](鲜):10.0g | 胡萝卜(红)[金笋，丁香萝卜]:10.0g | 马铃薯[土豆，洋芋]:10.0g | 白菜薹[菜薹，菜心]:10.0g,67.7,0.66,0.11,3.29,0.0,9.3,16.0,10.5
土豆干,6,87.0,素鸡:25.0g | 马铃薯[土豆，洋芋]:2.0g | 油饼:10.0g | 烧饼(加糖):30.0g | 精盐:10.0g | 油饼:10.0g,923.16,8.14,8.34,28.68,0.0,0.54,106.61,4157.85
顺德双皮奶,4,622.0,玉米(鲜):500.0g | 蛋清肠:100.0g | 烧饼(加糖):20.0g | 盐水鸭(熟):2.0g,3803.12,34.43,29.74,132.4,0.0,80.0,36.4,1192.35
粉葛排骨汤,8,832.0,葛[葛署，粉葛](鲜):300.0g | 酱排骨:300.0g | 赤小豆[小豆，红小豆](干):30.0g | 薏米[薏仁米，苡米]:30.0g | 虾皮:50.0g | 盐水鸭(熟):2.0g | 玉兰片:20.0g | 蜜枣:100.0g,9157.92,99.1,83.77,266.88,0.0,127.2,627.9,5063.72
湿性材料,1,10.0,猪脑:10.0g,54.6,1.08,0.98,0.0,0.0,0.0,3.0,13.07
香芋地瓜丸,5,154.0,甘薯(红心)[山芋，红薯]:50.0g | 芋头[芋艿，毛芋]:50.0g | 玉米淀粉:2.0g | 糖（绵白糖）:2.0g | 素鸡:50.0g,854.02,9.93,6.45,27.18,0.0,16.0,189.48,217.87
家常烩面,7,355.0,奶片:150.0g | 蛋（鸡蛋，均值):100.0g | 胡萝卜(红)[金笋，丁香萝卜]:25.0g | 马铃薯[土豆，洋芋]:25.0g | 菠菜[赤根菜](鲜):3.0g | 番茄[西红柿]:50.0g | 花椒:2.0g,3767.78,34.66,39.49,101.71,0.0,27.96,489.26,425.58
煮意面,6,78.0,葫子:10.0g | 腊肉(培根):2.0g | 海带[江白菜](鲜):2.0g | 油（橄榄油):2.0g | 胡椒粉:2.0g | 面条(均值):60.0g,860.3,5.71,2.65,39.45,0.0,2.9,12.5,18.21
白粿,12,114.0,番茄酱:10.0g | 玉米面(白):2.0g | 牛肉(肥瘦)(均值):4.0g | 酱鸭:10.0g | 豆腐丝:10.0g | 花椒:10.0g | 蛋（鸡蛋，均值):50.0g | 猪肉(肥瘦)(均值):2.0g | 胡椒粉:2.0g | 酱牛肉:10.0g | 油饼:2.0g | 大蒜[蒜头](鲜):2.0g,924.44,16.65,10.89,15.84,0.0,0.14,121.52,277.82
咸菜炒肉丝,5,50.0,韭菜:10.0g | 猪肉(肋条肉):10.0g | 料酒:10.0g | 醋栗[灯笼果]:10.0g | 酱油(均值):10.0g,292.8,1.85,6.01,2.48,0.0,5.2,15.3,611.61
薄荷菊花枸杞茶,2,20.0,花卷:10.0g | 枸杞菜[枸杞，地骨](鲜):10.0g,110.6,1.2,0.21,5.01,0.0,5.8,5.5,12.48
丝瓜肉片,9,102.0,丝瓜:1.0g | 青豆[青大豆](干):25.0g | 鸡胸脯肉:1.0g | 料酒:30.0g | 玉米淀粉:15.0g | 盐水鸭(熟):2.0g | 糖（绵白糖）:25.0g | 小水萝卜[算盘子，红皮萝卜]:1.0g | 色拉油:2.0g,1166.33,9.47,6.59,46.49,0.0,0.27,59.45,114.85
土家掉渣饼,14,723.0,小麦粉(标准粉):250.0g | 藕粉:3.0g | 花生油:10.0g | 糖（绵白糖）:10.0g | 水面筋:140.0g | 猪肉(奶面)[硬五花]:200.0g | 花椒:10.0g | 洋葱[葱头](鲜):25.0g | 青蒜:10.0g | 大葱:10.0g | 芝麻籽(白):2.0g | 胡椒粉:3.0g | 生抽:25.0g | 老抽:25.0g,8379.55,93.3,77.04,237.36,0.0,5.3,296.35,3465.44
龙猫饼干,4,244.0,小麦粉(标准粉):200.0g | 水面筋:32.0g | 鸡蛋白(乌骨鸡):10.0g | 柠檬:2.0g,3171.12,30.92,3.07,151.36,0.0,0.44,89.24,27.53
猪肉豆腐丸子,5,42.0,猪肉(肥):10.0g | 豆腐脑[老豆腐]:10.0g | 藕粉:10.0g | 核桃油:10.0g | 酱油(均值):2.0g,869.88,0.56,18.85,9.58,0.0,0.0,4.42,118.63
白菜鸡蛋炒饭,5,550.5,米饭(蒸)(均值):300.0g | 白菜薹[菜薹，菜心]:120.0g | 蛋（鸡蛋，均值):100.0g | 盐水鸭(熟):0.5g | 色拉油:30.0g,3335.18,24.54,40.37,85.31,0.0,52.8,197.65,179.52
糖醋小黄鱼,10,100.0,堤鱼:10.0g | 烧饼(加糖):10.0g | 醋栗[灯笼果]:10.0g | 盐水鸭(熟):10.0g | 味精:10.0g | 玉米淀粉:10.0g | 花豆(干，红):10.0g | 姜[黄姜](鲜):10.0g | 酒枣:10.0g | 酱油(均值):10.0g,863.4,11.2,4.41,30.72,0.0,3.2,42.5,1563.75
可乐鸡蛋,1,10.0,"葱(小葱,鲜):10.0g",11.3,0.16,0.04,0.49,0.0,2.1,7.2,1.04
苹果糖水,0,0.0,无有效匹配,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西红柿汁,16,1000.0,面条(均值):10.0g | 藕粉:430.0g | 盐水鸭(熟):2.0g | 水面筋:250.0g | 扁豆[月亮菜]:10.0g | 油炸豆瓣:5.0g | 洋葱[葱头](鲜):25.0g | 青豆[青大豆](干):2.0g | 番茄[西红柿]:150.0g | 蛋（鸡蛋，均值):100.0g | 柿:5.0g | 生抽:5.0g | 藕粉:1.0g | 藕粉:1.0g | 油饼:2.0g | 盐水鸭(熟):2.0g,9486.59,78.67,11.81,455.9,0.0,33.3,316.18,638.47
红烧鱼杂,8,48.0,大葱:10.0g | 大蒜[蒜头](鲜):10.0g | 崇明老白酒:2.0g | 奶糖:10.0g | 盐水鸭(熟):2.0g | 老抽:2.0g | 醋栗[灯笼果]:2.0g | 花椒:10.0g,427.24,2.05,2.14,20.1,0.0,2.96,76.96,198.96
水煮皮皮虾,2,20.0,虾虎:10.0g | 盐水鸭(熟):10.0g,163.8,2.82,2.78,0.76,0.0,0.0,3.2,169.41
白灼丝瓜尖,4,40.0,丝瓜:10.0g | 油饼:10.0g | 油饼:10.0g | 豆腐丝:10.0g,430.8,3.83,5.65,9.52,0.0,0.5,31.0,116.82
孜然烤鲳鱼,2,14.0,鱼（银鱼）[面条鱼]:4.0g | 料酒:10.0g,18.1,0.72,0.16,0.0,0.0,0.0,3.24,27.34
菠萝虾仁,6,556.0,菠萝[凤梨，地菠萝]:150.0g | 玉米(白，干):50.0g | 青稞:2.0g | 番茄酱:2.0g | 低脂奶酪:2.0g | 虾米[海米，虾仁]:350.0g,4012.94,158.79,11.42,55.64,0.0,27.0,1978.76,17160.08
斑斓香精蛋糕卷,7,740.0,精盐:10.0g | 小麦粉(标准粉):90.0g | 蛋黄（鸡蛋黄）:200.0g | 烧饼(加糖):50.0g | 大豆色拉油:70.0g | 牛奶(草莓味，卡夫牌):70.0g | 鸡蛋白:250.0g,8136.7,75.37,131.08,119.42,0.0,0.0,357.4,4299.62
炸乳鸽,2,102.0,鸽:100.0g | 花生油:2.0g,908.92,16.5,16.2,1.7,0.0,0.0,30.24,63.67
可乐煲姜,2,26.0,棒冰(可乐冰):1.0g | 姜[黄姜](鲜):25.0g,51.86,0.33,0.16,2.75,0.0,1.0,6.75,3.73
西红柿炒菠菜,3,52.5,菠菜[赤根菜](鲜):0.5g | 番茄[西红柿]:50.0g | 盐水鸭(熟):2.0g,69.5,0.8,0.62,2.08,0.0,9.66,5.53,34.08
梅豆角,7,341.0,黄豆[大豆]:300.0g | 大蒜[蒜头](鲜):5.0g | 盐水鸭(熟):2.0g | 生抽:15.0g | 鸡精:2.0g | 醋栗[灯笼果]:15.0g | 芝麻油[香油]:2.0g,5072.1,106.63,50.69,106.21,0.01,4.55,581.64,1373.89
香芋糕,6,1244.0,芋头[芋艿，毛芋]:700.0g | 乳品（奶油）:200.0g | 炼乳(甜，罐头):220.0g | 糖（白砂糖）:50.0g | 黄油:70.0g | 盐水鸭(熟):4.0g,16175.84,36.04,284.18,300.44,0.0,46.4,847.3,1324.59
紫薯馒头卷,6,856.0,小麦粉(标准粉):400.0g | 紫红糯米[血糯米]:200.0g | 酵母(鲜):4.0g | 糖（绵白糖）:50.0g | 盐水鸭(熟):2.0g | 水面筋:200.0g,10941.46,108.89,10.12,519.66,0.0,0.0,305.56,83.09
肉丝烧茄子,4,40.0,茄子(均值):10.0g | 大蒜[蒜头](鲜):10.0g | 青豆[青大豆](干):10.0g | 豆腐丝:10.0g,315.8,6.16,2.69,7.41,0.0,1.2,46.7,4.74
韩国泡菜煎饼,6,205.0,韭菜:10.0g | 蛋（鸡蛋，均值):100.0g | 藕粉:60.0g | 小麦粉(标准粉):15.0g | 粉丝:10.0g | 花卷:10.0g,2017.4,16.06,9.18,83.03,0.0,2.4,74.65,149.69
凉皮凉面,7,688.0,水面筋:10.0g | 小麦粉(标准粉):400.0g | 盐水鸭(熟):3.0g | 生抽:10.0g | 醋栗[灯笼果]:10.0g | 辣椒(红，尖，干):250.0g | 酱油(均值):5.0g,9102.43,86.0,36.87,428.98,0.0,2.8,169.3,997.05
生姜茶,3,316.0,柠檬:300.0g | 姜[黄姜](鲜):6.0g | 奶糖:10.0g,655.0,3.63,4.3,27.67,0.0,66.24,309.62,26.44
菠萝肉,9,403.0,菠萝[凤梨，地菠萝]:25.0g | 猪肉(里脊):250.0g | 玉米淀粉:15.0g | 蛋（鸡蛋，均值):50.0g | 烧饼(加糖):15.0g | 番茄酱:15.0g | 盐水鸭(熟):2.0g | 料酒:30.0g | 彩椒:1.0g,2457.21,59.83,25.06,30.66,0.03,5.54,65.04,302.05
橙香小蛋糕,6,319.0,蛋（鸡蛋，均值):150.0g | 油（菜籽油)[青油]:30.0g | 橙:30.0g | 小麦粉(标准粉):50.0g | 烧饼(加糖):14.0g | 鸡蛋白:45.0g,3098.34,32.13,44.32,54.5,0.0,9.9,119.39,245.74
卤水鸡,5,77.0,"素鸡:25.0g | 葱(小葱,鲜):5.0g | 油（辣椒油):15.0g | 盐水鸭(熟):2.0g | 陈醋:30.0g",932.67,7.48,18.76,6.72,0.0,1.05,121.05,375.92
虾菇,4,213.0,大红菇(干)[草质红菇]:200.0g | 小米:1.0g | 凉面:10.0g | 盐水鸭(熟):2.0g,2310.12,49.7,6.32,105.94,0.0,4.0,2.81,50.96
爆炒牛肝菌,2,52.0,牛肝:50.0g | 香肠:2.0g,335.12,10.38,2.76,3.32,0.0,4.5,2.28,68.68
百财水饺,12,1987.0,凉面:300.0g | 凉面:300.0g | 菠菜[赤根菜](鲜):225.0g | 水饺(海鳗猪肉馅):10.0g | 水饺(海鳗猪肉馅):500.0g | 茴香[小茴香](鲜):500.0g | 姜[黄姜](鲜):2.0g | 生抽:30.0g | 油饼:30.0g | 芝麻油[香油]:15.0g | 花生油:60.0g | 茶树菇(干)[柱状田头菇、油茶菇]:15.0g,13905.9,127.38,185.34,295.65,2.31,202.08,1014.89,7653.82
枣泥月饼,4,730.0,红豆沙:500.0g | 玉米淀粉:80.0g | 蜂蜜:30.0g | 油饼:120.0g,8778.8,33.06,28.63,427.06,0.0,0.9,165.8,823.63
芹菜叶饼,5,58.0,芹菜叶(鲜):2.0g | 蛋（鸡蛋，均值):50.0g | 盐水鸭(熟):2.0g | 小麦粉(标准粉):2.0g | 油饼:2.0g,391.6,7.42,5.42,3.89,0.0,0.44,30.54,110.07
红烧羊肉煲,15,738.0,羊肉(肥瘦)(均值):500.0g | 虾皮:1.0g | 奶片:20.0g | 辣椒(红，尖，干):2.0g | 蛇瓜[蛇豆，大豆角]:100.0g | 大葱:1.0g | 大蒜[蒜头](鲜):1.0g | 葫子:2.0g | 奶片:60.0g | 生抽:15.0g | 料酒:15.0g | 老抽:2.0g | 糖（冰糖）:2.0g | 黄豆酱油:15.0g | 油饼:2.0g,6045.43,109.67,87.54,56.84,0.0,8.82,458.18,2602.77
荷叶叫花鸡,10,1733.0,鸡毛菜:50.0g | 细香葱[香葱，四季葱]:6.0g | 玉兰片:50.0g | 料酒:15.0g | 精盐:10.0g | 生抽:60.0g | 黄米:10.0g | 水面筋:2.0g | 黄蘑(干):1500.0g | 崇明老白酒:30.0g,13381.89,253.16,23.03,633.25,1.05,13.34,243.96,7929.13
桔子罐头,2,1500.0,大黄米[黍子]:1000.0g | 糖（冰糖）:500.0g,23520.0,136.0,27.0,1207.5,0.0,0.0,415.0,30.5
生菜酱,8,100.0,"猪肉(奶面)[硬五花]:1.0g | 油炸豆瓣:3.0g | 葱(小葱,鲜):2.0g | 玉兰片:20.0g | 甜面酱:60.0g | 糖（绵白糖）:2.0g | 韭菜:10.0g | 盐水鸭(熟):2.0g",546.94,5.31,1.61,25.08,0.0,3.02,33.71,1302.21
圣诞大餐,6,60.0,烤鸡:10.0g | 凉面:10.0g | 小米:10.0g | 沙拉酱:10.0g | 洋葱圈:10.0g | 草莓酱:10.0g,937.5,4.41,12.18,24.43,0.18,0.1,25.2,190.16
凉拌菜花,6,60.0,醋栗[灯笼果]:10.0g | 芝麻油[香油]:10.0g | 盐水鸭(熟):10.0g | 烧饼(加糖):10.0g | 菜花[花椰菜]:10.0g | 花豆(干，红):10.0g,794.0,4.67,13.0,14.31,0.0,8.9,15.6,166.62
薄荷菠萝,8,24.0,木耳(干)[黑木耳，云耳]:2.0g | 菠萝[凤梨，地菠萝]:2.0g | 大蒜[蒜头](鲜):2.0g | 小米:2.0g | 盐水鸭(熟):2.0g | 鸡精:2.0g | 白醋:10.0g | 花椒:2.0g,138.54,1.21,0.91,5.62,0.01,0.5,22.52,433.44
